"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARID1B",1.60637232276769e-06,1.09017045518539,0.213,0.083,0.033184439443735,"2","ARID1B"
"GNAQ",1.62121077055499e-06,0.708594954911539,0.258,0.115,0.0334909720981251,"2","GNAQ"
"GOLGA4",1.64010723639809e-06,0.369380350054946,0.4,0.209,0.0338813352895117,"2","GOLGA4"
"CACYBP",1.64497675051134e-06,0.373162481066027,0.51,0.298,0.0339819297120633,"2","CACYBP"
"VGLL41",1.64539969521792e-06,0.845545239122784,0.406,0.221,0.0339906669038117,"2","VGLL4"
"PHF3",1.65847133427072e-06,1.1386221288872,0.277,0.13,0.0342607008233645,"2","PHF3"
"YBX1",1.66249164674805e-06,0.173605102845612,0.955,0.71,0.0343437524385212,"2","YBX1"
"MT-ATP8",1.69949761479229e-06,0.866094071457715,0.239,0.1,0.0351082217263792,"2","MT-ATP8"
"EDN1",1.73710405045331e-06,5.66539062973435,0.065,0.009,0.0358850954742645,"2","EDN1"
"TFDP21",1.74745671961129e-06,0.340069188405992,0.31,0.146,0.03609896091373,"2","TFDP2"
"ARMCX1",1.74987581476315e-06,1.97284587713714,0.097,0.021,0.0361489345813772,"2","ARMCX1"
"SIX21",1.77542649727504e-06,1.02428933582266,0.265,0.121,0.0366767605807078,"2","SIX2"
"MRPS27",1.78669072681162e-06,1.07335142842844,0.219,0.09,0.0369094570344744,"2","MRPS27"
"TBC1D15",1.79164636005298e-06,0.362227541993712,0.2,0.074,0.0370118305059745,"2","TBC1D15"
"PLEKHA1",1.79715930812603e-06,0.296369719335586,0.381,0.193,0.0371257169872675,"2","PLEKHA1"
"NTF3",1.79950684708949e-06,2.2059356488096,0.135,0.04,0.0371742124471747,"2","NTF3"
"RFC11",1.81259469425346e-06,0.493241657306133,0.368,0.197,0.037444581193888,"2","RFC1"
"MAD1L11",1.81413830160398e-06,0.72975295907084,0.219,0.088,0.037476469034535,"2","MAD1L1"
"SERTAD4",1.82271538174963e-06,0.812142315464221,0.232,0.096,0.0376536543561839,"2","SERTAD4"
"TM2D3",1.84153764391967e-06,0.785230218765894,0.303,0.144,0.0380424846480926,"2","TM2D3"
"LAMB2",1.8549420789315e-06,2.17829115278423,0.174,0.062,0.038319393466567,"2","LAMB2"
"SUPT5H",1.86431196342957e-06,0.542300148139157,0.194,0.071,0.038512956540528,"2","SUPT5H"
"IFT221",1.86719690671063e-06,0.696721661934321,0.265,0.117,0.0385725536988282,"2","IFT22"
"BANF1",1.91419467067744e-06,0.214397265521449,0.697,0.449,0.0395434335068546,"2","BANF1"
"KDELC2",1.93574839098817e-06,1.3911020609842,0.161,0.054,0.0399886902610336,"2","KDELC2"
"IL6ST",1.94611952834933e-06,1.21404962889388,0.368,0.195,0.0402029372166404,"2","IL6ST"
"PGK11",1.95946471106998e-06,0.273854154081214,0.748,0.469,0.0404786220012837,"2","PGK1"
"ECI2",1.97126126935195e-06,0.655757722347213,0.387,0.212,0.0407223153022727,"2","ECI2"
"ADH51",1.97452818741793e-06,0.184511464406653,0.626,0.391,0.0407898032956796,"2","ADH5"
"ILF3",1.97650382506678e-06,0.468425976077187,0.31,0.146,0.0408306160182295,"2","ILF3"
"MACROD1",1.98404958718228e-06,0.79840626326219,0.335,0.173,0.0409864963720114,"2","MACROD1"
"TRIM81",1.9908654693808e-06,0.542025881868295,0.271,0.124,0.0411272988664687,"2","TRIM8"
"GTF2H2C",1.99511222085518e-06,1.35646613117276,0.065,0.009,0.0412150282584263,"2","GTF2H2C"
"CHORDC1",2.00736124775661e-06,0.613908654905217,0.219,0.086,0.041468068656156,"2","CHORDC1"
"TMEM80",2.02673146656289e-06,1.16828340571223,0.232,0.097,0.0418682186362562,"2","TMEM80"
"B3GNT9",2.03821312035754e-06,1.32234126231755,0.097,0.021,0.042105406640346,"2","B3GNT9"
"KLF9",2.05472951357732e-06,1.061395165571,0.252,0.112,0.0424466022914802,"2","KLF9"
"ATP5SL",2.05991134199654e-06,1.22639421266955,0.194,0.074,0.0425536485029645,"2","ATP5SL"
"TMED11",2.06133016120581e-06,1.08405138917247,0.271,0.127,0.0425829584701897,"2","TMED1"
"FBXO32",2.08434522488814e-06,0.649967788321137,0.194,0.071,0.0430584036557392,"2","FBXO32"
"KIAA0930",2.11272646550279e-06,1.06583377783429,0.206,0.081,0.0436447033243566,"2","KIAA0930"
"ASH1L",2.11821919630752e-06,0.45610474685727,0.329,0.16,0.0437581721573207,"2","ASH1L"
"WSB1",2.13086222910779e-06,0.463449224845183,0.277,0.124,0.0440193519289087,"2","WSB1"
"ZBTB4",2.14495935724456e-06,0.410822778225338,0.219,0.087,0.0443105704019582,"2","ZBTB4"
"NT5C3A",2.16407765448592e-06,0.831186572042512,0.239,0.101,0.0447055161863701,"2","NT5C3A"
"SUCO",2.1721094668361e-06,1.29348123220503,0.174,0.061,0.0448714373659002,"2","SUCO"
"UBE2R2",2.18746363655448e-06,0.627694156336071,0.348,0.178,0.0451886238039424,"2","UBE2R2"
"TMED10",2.19121401167159e-06,0.194399574354159,0.639,0.391,0.0452660990531117,"2","TMED10"
"ADCY3",2.21349772245365e-06,1.46248386979815,0.09,0.019,0.0457264359504474,"2","ADCY3"
"MYL6B1",2.22126511463328e-06,0.378020728965,0.471,0.262,0.0458868947380942,"2","MYL6B"
"DNPH11",2.25141275225009e-06,0.190020368673552,0.568,0.332,0.0465096846359823,"2","DNPH1"
"ETS21",2.25418727891447e-06,0.433889781792979,0.342,0.168,0.0465670008078152,"2","ETS2"
"GNPDA1",2.26054060365597e-06,0.455826601603187,0.245,0.103,0.0466982477903251,"2","GNPDA1"
"MRPL431",2.2950466152378e-06,0.287623378490531,0.581,0.342,0.0474110729775825,"2","MRPL43"
"CEP164",2.2985358705401e-06,1.28009054434347,0.129,0.037,0.0474831540136175,"2","CEP164"
"ZNF273",2.31761197604161e-06,1.33884965531785,0.168,0.058,0.0478772282010676,"2","ZNF273"
"TFAM",2.34206347733159e-06,0.4670106703211,0.4,0.217,0.048382347314716,"2","TFAM"
"ISCU",2.35464723731195e-06,0.226134449926667,0.671,0.435,0.0486423026283903,"2","ISCU"
"MNAT1",2.35589332471228e-06,0.806506736899152,0.297,0.142,0.0486680443019063,"2","MNAT1"
"PSAP",2.39882621701493e-06,0.186375905106029,0.671,0.409,0.0495549519910944,"2","PSAP"
"RPL141",2.40258186684266e-06,0.23665091522742,1,0.947,0.0496325362052357,"2","RPL14"
"TROVE2",2.41377295229337e-06,0.499732213877048,0.271,0.12,0.0498637216484765,"2","TROVE2"
"SMOC2",2.41688322074541e-06,3.12305042067321,0.084,0.016,0.0499279735741586,"2","SMOC2"
"U2SURP",2.42634709335824e-06,0.283405548901297,0.445,0.248,0.0501234782545945,"2","U2SURP"
"PXDC1",2.43753996037717e-06,0.540193894115108,0.245,0.105,0.0503547005014715,"2","PXDC1"
"MRPS261",2.44385922166863e-06,0.242727624137418,0.594,0.349,0.0504852438012305,"2","MRPS26"
"KCNMA1",2.4850748351772e-06,2.34730237505009,0.084,0.016,0.0513366759450905,"2","KCNMA1"
"HELZ",2.49370878022892e-06,1.40163793183071,0.142,0.044,0.051515035981969,"2","HELZ"
"OLFML2A",2.49927007298285e-06,0.9187628276205,0.168,0.058,0.0516299211676798,"2","OLFML2A"
"ZC3H11A",2.53939113283489e-06,0.367210829680815,0.303,0.141,0.0524587420221032,"2","ZC3H11A"
"PCMTD2",2.54376924795626e-06,1.0917945504739,0.187,0.069,0.0525491851242804,"2","PCMTD2"
"CBX5",2.55477213385257e-06,0.543157913072511,0.303,0.141,0.0527764827411265,"2","CBX5"
"CCAR1",2.57182182414128e-06,0.736427734758429,0.277,0.127,0.0531286952431106,"2","CCAR1"
"GAB1",2.59355262453461e-06,2.5223479705377,0.077,0.014,0.053577610117636,"2","GAB1"
"ZNF322",2.59903616492554e-06,1.46355243284395,0.181,0.068,0.0536908890950319,"2","ZNF322"
"TRMT112",2.60697309974822e-06,0.207183187652499,0.819,0.569,0.0538548502945987,"2","TRMT112"
"CTSV",2.63486989155458e-06,1.824909512147,0.09,0.019,0.0544311422197346,"2","CTSV"
"RSBN1L1",2.64341761272099e-06,0.390788210904463,0.471,0.264,0.0546077210435903,"2","RSBN1L"
"RTF1",2.65702490820399e-06,0.243673979579708,0.594,0.347,0.0548888205536781,"2","RTF1"
"ANKRD16",2.69313849717165e-06,1.01166508501431,0.116,0.03,0.0556348550745719,"2","ANKRD16"
"TLN1",2.70705651905728e-06,0.323570340223656,0.303,0.141,0.0559223735706852,"2","TLN1"
"GMPR2",2.70979865885105e-06,0.685959454685141,0.335,0.177,0.0559790206945449,"2","GMPR2"
"EIF5B",2.72077514375725e-06,0.260437116381759,0.555,0.332,0.0562057729197373,"2","EIF5B"
"XRN2",2.74018859619342e-06,0.556723372398615,0.342,0.174,0.0566068160201637,"2","XRN2"
"SERINC1",2.74135581452893e-06,0.698785866148078,0.316,0.158,0.0566309284165386,"2","SERINC1"
"ZCCHC17",2.74556490567175e-06,0.474713844454481,0.335,0.168,0.056717879821367,"2","ZCCHC17"
"ARHGAP5",2.75623208089028e-06,0.213228489052011,0.31,0.148,0.0569382423270313,"2","ARHGAP5"
"SEC31A",2.76800174959374e-06,0.324769626473256,0.284,0.13,0.0571813801431076,"2","SEC31A"
"GCSH1",2.77411703345406e-06,0.333648376775348,0.477,0.288,0.0573077096770941,"2","GCSH"
"FGF1",2.78334459070995e-06,2.17845439468356,0.077,0.014,0.0574983325548862,"2","FGF1"
"SF3B1",2.7852343403845e-06,0.412621285171274,0.432,0.236,0.0575373710036629,"2","SF3B1"
"OPTN",2.78891185697619e-06,0.310869705667205,0.348,0.175,0.0576133411414142,"2","OPTN"
"NDUFS71",2.88886216225481e-06,0.237037419968484,0.729,0.451,0.0596781145478599,"2","NDUFS7"
"RPS121",2.89884792066663e-06,0.20491481979993,0.994,0.985,0.0598844003451312,"2","RPS12"
"PKN2",2.98670259816493e-06,0.756925006079051,0.265,0.119,0.061699302272891,"2","PKN2"
"PGRMC2",3.00701132494867e-06,0.99062892648025,0.245,0.107,0.0621188399507896,"2","PGRMC2"
"MOB3B",3.02162500517801e-06,2.28416863433411,0.077,0.014,0.0624207293569673,"2","MOB3B"
"SDAD1",3.02532253589761e-06,0.632974677010448,0.265,0.119,0.0624971129465729,"2","SDAD1"
"GCC2",3.05822496594075e-06,0.131294918208036,0.348,0.169,0.0631768113464039,"2","GCC2"
"RPS211",3.10345720425185e-06,0.231012910640295,0.994,0.926,0.0641112189254348,"2","RPS21"
"PRPF311",3.15915089941513e-06,0.187979421225019,0.4,0.212,0.0652617392801177,"2","PRPF31"
"BCL11A1",3.17627151353739e-06,0.73557593761628,0.31,0.153,0.0656154169266553,"2","BCL11A"
"LRRC75A1",3.2259641377695e-06,0.482586303601802,0.245,0.103,0.0666419671580423,"2","LRRC75A"
"ANKRD11",3.35267098873838e-06,0.421833684345359,0.342,0.177,0.0692594772853576,"2","ANKRD11"
"PSMB4",3.3818384179921e-06,0.163552936953741,0.781,0.513,0.0698620180388809,"2","PSMB4"
"CHST91",3.42453525107677e-06,0.659220439072454,0.368,0.197,0.070744049216744,"2","CHST9"
"EFCAB7",3.43029672015097e-06,1.70305864419611,0.097,0.023,0.0708630696448787,"2","EFCAB7"
"TOP1",3.44619556319352e-06,0.123643707416022,0.497,0.284,0.0711915079444518,"2","TOP1"
"METTL16",3.44711298994574e-06,2.10192975773329,0.097,0.023,0.071210460146299,"2","METTL16"
"CRK",3.46410898693418e-06,0.965593850695099,0.187,0.071,0.0715615634520862,"2","CRK"
"TXNDC17",3.4650475158979e-06,0.245556084816793,0.865,0.617,0.0715809515834188,"2","TXNDC17"
"TMEM92",3.49859122418909e-06,0.883980473159361,0.31,0.156,0.0722738975092981,"2","TMEM9"
"KRCC1",3.50720338262478e-06,0.589148219456178,0.297,0.14,0.0724518074782627,"2","KRCC1"
"SRI",3.5314124605298e-06,0.230588896708016,0.658,0.412,0.0729519186096247,"2","SRI"
"TGIF1",3.55603382817287e-06,0.580134542145971,0.342,0.17,0.0734605468223951,"2","TGIF1"
"LDB1",3.58159095874765e-06,0.965527321809922,0.129,0.038,0.0739885060258089,"2","LDB1"
"BOD1L1",3.61212398897441e-06,0.423730852528448,0.368,0.192,0.0746192573642334,"2","BOD1L1"
"TCF7L2",3.62484531250452e-06,1.60135013333808,0.129,0.038,0.0748820544657184,"2","TCF7L2"
"MAP3K13",3.64435584279986e-06,0.299658095116079,0.484,0.288,0.0752851030005595,"2","MAP3K13"
"ZNRF3",3.65232460519676e-06,2.01849491815503,0.123,0.035,0.0754497216941548,"2","ZNRF3"
"CNOT4",3.73246794118328e-06,0.385286407674251,0.277,0.126,0.0771053227289643,"2","CNOT4"
"TSPAN7",3.79553777094066e-06,4.0542568400322,0.058,0.008,0.0784082192720922,"2","TSPAN7"
"EIF3D1",3.79750929235762e-06,0.320870418089191,0.71,0.469,0.0784489469615237,"2","EIF3D"
"BCHE",3.83328546288322e-06,4.14198206494791,0.045,0.004,0.0791880110922415,"2","BCHE"
"COL1A2",3.83328546288322e-06,7.18205648132081,0.045,0.004,0.0791880110922415,"2","COL1A2"
"PSIP1",3.83887980226133e-06,0.31009725272151,0.284,0.134,0.0793035789551146,"2","PSIP1"
"CCDC84",3.89622333496908e-06,1.71498592676071,0.103,0.025,0.0804881816537912,"2","CCDC84"
"TBC1D23",3.90058580095181e-06,1.26228766654719,0.174,0.064,0.0805783014760625,"2","TBC1D23"
"GATAD1",3.90531957003323e-06,0.868243966400429,0.194,0.076,0.0806760916777464,"2","GATAD1"
"FAAH",3.90633359804746e-06,1.09116975687188,0.161,0.057,0.0806970394684645,"2","FAAH"
"MPDZ",3.93502620322686e-06,4.33989653969629,0.045,0.004,0.0812897713062605,"2","MPDZ"
"SLC40A1",3.93869854680691e-06,0.992726286986741,0.174,0.064,0.0813656345799372,"2","SLC40A1"
"DNAJB14",3.96087485618216e-06,0.456677602813617,0.265,0.12,0.081823752779011,"2","DNAJB14"
"MT2A",3.96107885025449e-06,0.458716528451903,0.858,0.586,0.0818279668885573,"2","MT2A"
"SOX6",4.07471295303385e-06,2.67557279310017,0.045,0.004,0.0841754201837733,"2","SOX6"
"LRRFIP2",4.12286627286035e-06,0.638800241404646,0.277,0.131,0.0851701714647491,"2","LRRFIP2"
"FRMD6-AS1",4.14632627998324e-06,3.32571536587832,0.045,0.004,0.0856548082918937,"2","FRMD6-AS1"
"XPR1",4.18850380001423e-06,0.903716765170548,0.097,0.023,0.0865261115006939,"2","XPR1"
"HOGA1",4.21914484374001e-06,2.63699794098469,0.045,0.004,0.0871590941819812,"2","HOGA1"
"ZNF655",4.26866907660148e-06,0.661790115745296,0.258,0.119,0.0881821657844334,"2","ZNF655"
"ZNF720",4.29815480704103e-06,1.38967041775544,0.174,0.064,0.0887912820038537,"2","ZNF720"
"PRICKLE1",4.33067184620276e-06,1.56231185463751,0.155,0.053,0.0894630189988566,"2","PRICKLE1"
"NME5",4.36171988432926e-06,1.09811424263033,0.161,0.055,0.0901044093704738,"2","NME5"
"ZNF221",4.42829537771345e-06,0.622368653398078,0.342,0.179,0.0914797259128045,"2","ZNF22"
"CBLB",4.45411421896084e-06,0.855599985542756,0.148,0.048,0.092013091535293,"2","CBLB"
"NME7",4.48967483556526e-06,1.23432991563881,0.181,0.069,0.0927477027531071,"2","NME7"
"SF3B61",4.51910192702346e-06,0.183651196927296,0.877,0.579,0.0933556076084507,"2","SF3B6"
"RUNX11",4.61841100800596e-06,0.272142089689455,0.329,0.164,0.0954071346033872,"2","RUNX1"
"UBE2H",4.69324522787795e-06,0.499825039706977,0.335,0.173,0.0969530599175027,"2","UBE2H"
"TPRKB1",4.79080804427035e-06,0.301480111423194,0.51,0.315,0.098968512578537,"2","TPRKB"
"PPP1R16A1",4.83927167057521e-06,0.518186586417397,0.406,0.228,0.0999696741707427,"2","PPP1R16A"
"CH25H",4.89299571294084e-06,1.59983857659079,0.11,0.029,0.101079505437932,"2","CH25H"
"PRKRA",4.89633982209598e-06,0.467022141141462,0.31,0.153,0.101148588044859,"2","PRKRA"
"SPATS2",4.90022292558157e-06,1.07688048693095,0.213,0.087,0.101228805196664,"2","SPATS2"
"DDAH21",4.91167245131372e-06,0.308779658024038,0.555,0.337,0.101465329499239,"2","DDAH2"
"EIF3F1",4.94878310674383e-06,0.235482908981308,0.858,0.564,0.102231961419114,"2","EIF3F"
"KCTD1",4.97418345667939e-06,0.393085565849722,0.387,0.208,0.102756681848083,"2","KCTD1"
"RGMA",5.00595057127442e-06,1.05778227660873,0.103,0.025,0.103412926901387,"2","RGMA"
"GPX41",5.11175412736702e-06,0.3364259697785,0.948,0.662,0.105598616763148,"2","GPX4"
"GALM",5.1552118986183e-06,1.23372062734746,0.097,0.023,0.106496367401657,"2","GALM"
"YEATS2",5.18912102560536e-06,2.2786175032477,0.084,0.018,0.107196862146955,"2","YEATS2"
"PFDN41",5.22217738608037e-06,0.370705618110386,0.419,0.232,0.107879740441648,"2","PFDN4"
"ZNF4281",5.26546140943583e-06,0.446376189518091,0.542,0.339,0.108773901796125,"2","ZNF428"
"TGS1",5.28267820591562e-06,0.760025449026742,0.258,0.12,0.109129566377805,"2","TGS1"
"SOBP",5.29973987837147e-06,3.48808473866084,0.065,0.01,0.109482026407398,"2","SOBP"
"ARL4A1",5.35832117816403e-06,0.424131584926876,0.587,0.376,0.110692198898513,"2","ARL4A"
"LAMB1",5.36854251048681e-06,2.51793981653661,0.065,0.01,0.110903351181636,"2","LAMB1"
"RASAL2",5.43207393775774e-06,1.69673464904134,0.155,0.054,0.112215783406199,"2","RASAL2"
"HEXA",5.44509504070803e-06,0.971361769937064,0.258,0.121,0.112484773350947,"2","HEXA"
"BLMH",5.47962364926362e-06,0.841882754939122,0.206,0.084,0.113198065346488,"2","BLMH"
"TNS3",5.49557633730542e-06,1.23451725054271,0.11,0.029,0.113527615976055,"2","TNS3"
"LHFP",5.5087219707871e-06,2.01274362825093,0.065,0.01,0.11379917847252,"2","LHFP"
"WAC-AS1",5.6474385037244e-06,0.871757006102525,0.168,0.061,0.116664784609939,"2","WAC-AS1"
"MDK1",5.65481412607361e-06,0.25522708008543,0.619,0.352,0.116817150216429,"2","MDK"
"TAPBP",5.65536560138991e-06,0.36491929778209,0.426,0.245,0.116828542593513,"2","TAPBP"
"CEP126",5.79818870610408e-06,1.3830313746036,0.084,0.018,0.119778982290698,"2","CEP126"
"ABHD14A1",5.82299449534631e-06,0.677196569749799,0.348,0.189,0.120291420284864,"2","ABHD14A"
"LGALS3BP1",5.84096646245745e-06,0.199008638398863,0.594,0.343,0.120662685181446,"2","LGALS3BP"
"CELSR1",5.86461911806352e-06,1.30351994612149,0.129,0.039,0.121151301740956,"2","CELSR1"
"GBAS1",5.90370224816834e-06,0.363755768269793,0.452,0.251,0.121958681042662,"2","GBAS"
"SMARCA1",5.90829052366429e-06,1.05686152354532,0.161,0.057,0.122053465637857,"2","SMARCA1"
"LEPR",5.91195859002226e-06,6.71358157471018,0.026,0,0.12212924055268,"2","LEPR"
"RP11-160H22.5",5.91195859002226e-06,5.15690546507247,0.026,0,0.12212924055268,"2","RP11-160H22.5"
"ZNF385D",5.91195859002226e-06,6.84681645175654,0.026,0,0.12212924055268,"2","ZNF385D"
"SFRP2",5.91195859002226e-06,7.55797931544135,0.026,0,0.12212924055268,"2","SFRP2"
"PI16",5.91195859002226e-06,6.11852212732043,0.026,0,0.12212924055268,"2","PI16"
"TWIST1",5.91195859002226e-06,6.30480187700148,0.026,0,0.12212924055268,"2","TWIST1"
"AR",5.91195859002226e-06,5.70198634039698,0.026,0,0.12212924055268,"2","AR"
"PDGFRL",5.91195859002226e-06,6.87121284943983,0.026,0,0.12212924055268,"2","PDGFRL"
"RUNX1T1",5.91195859002226e-06,6.61656536001129,0.026,0,0.12212924055268,"2","RUNX1T1"
"TEK",5.91195859002226e-06,5.99051531849038,0.026,0,0.12212924055268,"2","TEK"
"AP000487.5",5.91195859002226e-06,5.23288181921869,0.026,0,0.12212924055268,"2","AP000487.5"
"RP11-839D17.3",5.91195859002226e-06,5.12695456675654,0.026,0,0.12212924055268,"2","RP11-839D17.3"
"FXYD6",5.91195859002226e-06,6.2217462049613,0.026,0,0.12212924055268,"2","FXYD6"
"EBF3",5.91195859002226e-06,6.71415102443583,0.026,0,0.12212924055268,"2","EBF3"
"ABCC9",5.91195859002226e-06,6.83386931895972,0.026,0,0.12212924055268,"2","ABCC9"
"ABCA10",5.91195859002226e-06,7.0238593388233,0.026,0,0.12212924055268,"2","ABCA10"
"COLEC12",5.91195859002226e-06,6.5897898889808,0.026,0,0.12212924055268,"2","COLEC12"
"SOX18",5.91195859002226e-06,7.51592726389436,0.026,0,0.12212924055268,"2","SOX18"
"RPL261",5.97272327599939e-06,0.218388625486747,1,0.96,0.123384517435595,"2","RPL26"
"FRG1",6.00695177197238e-06,0.313204402196748,0.419,0.227,0.124091609705406,"2","FRG1"
"MPP6",6.09662955391792e-06,1.83076732177371,0.123,0.037,0.125944173324836,"2","MPP6"
"CLTA1",6.10508466101219e-06,0.209621881543245,0.858,0.567,0.12611883892719,"2","CLTA"
"NDNF",6.12036119660891e-06,2.34998888061953,0.077,0.015,0.126434421599547,"2","NDNF"
"PHLDB2",6.19403324166039e-06,1.42623322780333,0.103,0.026,0.12795633870622,"2","PHLDB2"
"SGCA",6.25819273428718e-06,2.42117731511213,0.077,0.015,0.129281745504905,"2","SGCA"
"EIF3H1",6.2655377209186e-06,0.223598895608536,0.884,0.594,0.129433478238736,"2","EIF3H"
"AHCYL1",6.30283259517487e-06,0.562200048880483,0.271,0.125,0.130203915751123,"2","AHCYL1"
"NBEAL11",6.30617018989075e-06,0.760769161541512,0.316,0.165,0.130272863782763,"2","NBEAL1"
"GPATCH8",6.32155385825151e-06,0.645162519928147,0.181,0.068,0.13059065960376,"2","GPATCH8"
"SETX",6.34564298363867e-06,0.261492630662378,0.2,0.078,0.131088292756008,"2","SETX"
"NASP1",6.37314846114308e-06,0.240386316469146,0.497,0.289,0.131656500910294,"2","NASP"
"COL3A1",6.38210702885002e-06,8.35774654608406,0.039,0.003,0.131841567001984,"2","COL3A1"
"MFAP4",6.38210702885002e-06,7.22212165548067,0.039,0.003,0.131841567001984,"2","MFAP4"
"REXO2",6.39351054790611e-06,0.224012596969189,0.439,0.255,0.132077140898644,"2","REXO2"
"DSEL",6.44144897549989e-06,1.84907904379751,0.084,0.018,0.133067452935877,"2","DSEL"
"APOD",6.44333007770841e-06,6.00590899561062,0.039,0.003,0.1331063127453,"2","APOD"
"RSBN1",6.49208294192215e-06,0.655205658234586,0.239,0.106,0.134113449414228,"2","RSBN1"
"AQP1",6.50511480669458e-06,4.94984441213951,0.039,0.003,0.134382661676697,"2","AQP1"
"DOCK4",6.50511480669458e-06,5.01473528236439,0.039,0.003,0.134382661676697,"2","DOCK4"
"IGF1R",6.50781423964854e-06,1.21871768140976,0.168,0.061,0.13443842656266,"2","IGF1R"
"SEC61A1",6.52348548443174e-06,0.489661320801749,0.206,0.084,0.134762163137391,"2","SEC61A1"
"TTC5",6.52916569294414e-06,1.266523142214,0.135,0.043,0.13487950488484,"2","TTC5"
"MTURN",6.55024492919907e-06,1.17077645145014,0.168,0.061,0.135314959747394,"2","MTURN"
"ASS11",6.55708873883418e-06,0.500487097805281,0.316,0.156,0.135456339166836,"2","ASS1"
"SUMO21",6.61312060511686e-06,0.291737947026059,0.955,0.735,0.136613845460504,"2","SUMO2"
"CTSK",6.63038893536367e-06,5.41368202981127,0.039,0.003,0.136970574626743,"2","CTSK"
"KIAA1109",6.63457992949584e-06,0.997953312351269,0.168,0.062,0.137057152183525,"2","KIAA1109"
"KLF4",6.64551838005838e-06,0.161256783970964,0.503,0.306,0.137283118695246,"2","KLF4"
"FAM188B",6.69388825112659e-06,4.75145920541151,0.039,0.003,0.138282343491773,"2","FAM188B"
"ARHGAP20",6.69388825112659e-06,3.47568549153048,0.039,0.003,0.138282343491773,"2","ARHGAP20"
"ETV7",6.74759865398015e-06,1.50684481522087,0.071,0.013,0.139391892993922,"2","ETV7"
"NOSTRIN",6.75796907979555e-06,1.92544884147696,0.039,0.003,0.139606125250417,"2","NOSTRIN"
"GRK4",6.82263648172851e-06,3.21559088402174,0.039,0.003,0.140942024439548,"2","GRK4"
"TMED7",6.83005454178875e-06,0.713931477593229,0.232,0.1,0.141095266724272,"2","TMED7"
"COL23A1",6.88789555877463e-06,3.59394737140305,0.039,0.003,0.142290146453166,"2","COL23A1"
"MOXD1",6.88789555877463e-06,2.27186906662219,0.039,0.003,0.142290146453166,"2","MOXD1"
